0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,label
0.0,0.0,0.6621783971786499,-0.246337890625,1.1938989162445068,-0.9304543137550354,1.327639937400818,-1.713192343711853,1.3925418853759766,-2.3483381271362305,0.8621480464935303,-1.645419955253601,0.9025759100914,-2.0987331867218018,0.779973566532135,-1.5588470697402954,0.7066300511360168,-1.0585687160491943,0.4736149907112121,-1.695850491523743,0.4946519136428833,-2.142539978027344,0.4197752773761749,-1.449549913406372,0.3980994522571563,-0.9173305034637452,0.1074715256690979,-1.6685413122177124,0.0986603647470474,-2.1075010299682617,0.1032972037792205,-1.38531756401062,0.1359855830669403,-0.8717753291130066,-0.2699262499809265,-1.5598527193069458,-0.2656754553318023,-1.941873550415039,-0.2034657448530197,-1.4221346378326416,-0.1325025409460067,-1.0323063135147097,A
0.0,0.0,0.6647766828536987,-0.244557499885559,1.19787859916687,-0.926884114742279,1.337092041969299,-1.7101939916610718,1.3971655368804932,-2.351041078567505,0.8718854784965515,-1.6457066535949707,0.9084702730178832,-2.101238250732422,0.7834382653236389,-1.5580555200576782,0.7080312967300415,-1.0538541078567505,0.4818539619445801,-1.6983518600463867,0.4998158812522888,-2.1459248065948486,0.4206722378730774,-1.4513180255889893,0.39725261926651,-0.9176974892616272,0.1142438352108001,-1.6718382835388184,0.1019039005041122,-2.113140821456909,0.1013804674148559,-1.3900305032730105,0.1328494846820831,-0.8769123554229736,-0.264220654964447,-1.5617539882659912,-0.2604089379310608,-1.9399453401565552,-0.2027225941419601,-1.4145276546478271,-0.1332305520772934,-1.0242501497268677,A
0.0,0.0,0.6648392081260681,-0.245309293270111,1.1997164487838743,-0.927984893321991,1.3439656496047974,-1.7085518836975098,1.3981298208236694,-2.3490536212921143,0.8748331069946289,-1.6385561227798462,0.912095844745636,-2.0916507244110107,0.7819812893867493,-1.5492901802062988,0.7056677937507629,-1.0483291149139404,0.4837735593318939,-1.6921628713607788,0.5011485815048218,-2.136022090911865,0.4205281436443329,-1.4472182989120483,0.3985139429569244,-0.9171504974365234,0.116165392100811,-1.6671440601348877,0.1047744378447532,-2.1040055751800537,0.1032058224081993,-1.387044906616211,0.1355750411748886,-0.8768478631973267,-0.2604391574859619,-1.5604127645492554,-0.2570157051086426,-1.9355477094650269,-0.2003455758094787,-1.4133243560791016,-0.1306641846895218,-1.0232967138290403,A
0.0,0.0,0.6686175465583801,-0.2459927201271057,1.2057338953018188,-0.9305198788642884,1.351589560508728,-1.713131546974182,1.4048343896865845,-2.35623550415039,0.8798884749412537,-1.638945460319519,0.9181185960769652,-2.093742847442627,0.787562370300293,-1.552939772605896,0.709888756275177,-1.0512127876281738,0.4857420921325683,-1.6933753490447998,0.5036569237709045,-2.13937783241272,0.4235651791095733,-1.4483518600463867,0.4007743000984192,-0.916165053844452,0.115822821855545,-1.6686784029006958,0.1058127582073211,-2.108050584793091,0.1048822402954101,-1.38914692401886,0.1359634399414062,-0.8772609233856201,-0.2628932595252991,-1.5623596906661987,-0.2570362389087677,-1.9403965473175049,-0.1999913901090622,-1.4180588722229004,-0.1319914758205413,-1.027316927909851,A
0.0,0.0,0.668491542339325,-0.2453373074531555,1.2131541967391968,-0.9366495013237,1.362011194229126,-1.7195672988891602,1.4192039966583252,-2.36794662475586,0.8826906681060791,-1.6575944423675537,0.9248022437095642,-2.1038753986358643,0.7912378311157227,-1.5588406324386597,0.7096546292304993,-1.0548477172851562,0.4905261397361755,-1.7089247703552246,0.5186732411384583,-2.146409749984741,0.430739164352417,-1.45439612865448,0.3999883830547333,-0.9165083765983582,0.1234118491411209,-1.682877540588379,0.1219196319580078,-2.121155500411988,0.1116080731153488,-1.3962494134902954,0.1352143287658691,-0.8759207129478455,-0.2505742907524109,-1.5764617919921875,-0.2412666380405426,-1.95345401763916,-0.1933486312627792,-1.421883225440979,-0.1334110796451568,-1.0228335857391355,A
0.0,0.0,0.6732214093208313,-0.2472347766160965,1.2150074243545532,-0.9372321367263794,1.3637298345565796,-1.7255208492279053,1.4174346923828125,-2.3756465911865234,0.8820327520370483,-1.6450892686843872,0.9226930737495422,-2.1023356914520264,0.7895523309707642,-1.5638041496276855,0.7089940309524536,-1.062104344367981,0.4895579516887665,-1.696949481964111,0.5181019902229309,-2.142523288726806,0.4353759288787842,-1.4536755084991455,0.4049333930015564,-0.9143343567848206,0.1223771348595619,-1.6693717241287231,0.1228908076882362,-2.123347282409668,0.1178842261433601,-1.400379657745361,0.1408454626798629,-0.8768772482872009,-0.2532402873039245,-1.5608932971954346,-0.2374448627233505,-1.9423692226409912,-0.1851708590984344,-1.4143445491790771,-0.1263272911310196,-1.0139561891555786,A
0.0,0.0,0.6632696390151978,-0.2467900067567825,1.2010518312454224,-0.9368146657943726,1.3506771326065063,-1.7175884246826172,1.3968907594680786,-2.358938217163086,0.8713220357894897,-1.641880989074707,0.9089338779449464,-2.0964534282684326,0.7865437269210815,-1.550193190574646,0.7143316268920898,-1.0512968301773071,0.4831342101097107,-1.6938867568969729,0.5084323287010193,-2.138062000274658,0.4336841106414795,-1.4450281858444214,0.4081072211265564,-0.9129222631454468,0.1211229786276817,-1.6669244766235352,0.1142190918326377,-2.1118955612182617,0.1180073469877243,-1.393890619277954,0.1478243768215179,-0.8804677128791809,-0.2484174072742462,-1.5586440563201904,-0.2388152182102203,-1.9274662733078003,-0.1797878742218017,-1.4050902128219604,-0.1118973270058631,-1.0117063522338867,A
0.0,0.0,0.6641669869422913,-0.2507629096508026,1.2019771337509155,-0.9433733820915222,1.3511042594909668,-1.7235580682754517,1.396292209625244,-2.3681554794311523,0.8752284049987793,-1.6507176160812378,0.9117817878723145,-2.1037073135375977,0.7859671711921692,-1.558389663696289,0.7116503119468689,-1.0564101934432983,0.4854622185230255,-1.7033222913742063,0.5088679790496826,-2.142610788345337,0.4304314851760864,-1.4509954452514648,0.4038431644439697,-0.914816439151764,0.1214265599846839,-1.676827073097229,0.1119017452001571,-2.115642070770264,0.1138159856200218,-1.3977729082107544,0.1444050818681717,-0.8815640807151794,-0.2487411797046661,-1.568758487701416,-0.2430327981710434,-1.9326659440994265,-0.1854234933853149,-1.4100950956344604,-0.1167722046375274,-1.0170589685440063,A
0.0,0.0,0.6673476696014404,-0.2577627003192901,1.2035878896713257,-0.9449873566627502,1.3524259328842163,-1.7224315404891968,1.395382523536682,-2.368384599685669,0.8773577213287354,-1.6486555337905884,0.9127020239830016,-2.099292278289795,0.7871542572975159,-1.5549185276031494,0.7124791145324707,-1.050456404685974,0.4876994490623474,-1.7022292613983154,0.5075247883796692,-2.1420907974243164,0.42993825674057,-1.4522300958633425,0.4058674275875091,-0.9139201641082764,0.1211289837956428,-1.6763907670974731,0.1126030087471008,-2.11327600479126,0.1144552901387214,-1.3950046300888062,0.1459299325942993,-0.876147985458374,-0.2533352375030517,-1.5683060884475708,-0.2416518777608871,-1.9333972930908203,-0.1845221221446991,-1.4091168642044067,-0.1167657002806663,-1.013425588607788,A
0.0,0.0,0.6674119234085083,-0.2565224766731262,1.2033917903900146,-0.9417688250541688,1.3524789810180664,-1.721216320991516,1.3953770399093628,-2.36579966545105,0.8784447908401489,-1.6443402767181396,0.9125446677207948,-2.0972275733947754,0.7872405648231506,-1.5518090724945068,0.7133690118789673,-1.0490174293518066,0.4895538091659546,-1.698392629623413,0.5080556869506836,-2.1420693397521973,0.4304903745651245,-1.4496556520462036,0.4067234992980957,-0.9135395288467408,0.1240040436387062,-1.6729696989059448,0.1140983253717422,-2.114194631576538,0.1147848516702652,-1.393798589706421,0.1456246078014373,-0.8770302534103394,-0.2504606246948242,-1.564957857131958,-0.239689290523529,-1.9323126077651973,-0.1838896572589874,-1.4056167602539062,-0.1165154352784156,-1.0102007389068604,A
0.0,0.0,0.6662002801895142,-0.2565235197544098,1.201494812965393,-0.9416218400001526,1.351465344429016,-1.7198662757873535,1.3950340747833252,-2.36279296875,0.877498984336853,-1.6426384449005127,0.9101309776306152,-2.095332384109497,0.7850112915039062,-1.5500115156173706,0.7118114829063416,-1.0475525856018066,0.4885662198066711,-1.6967087984085083,0.506088376045227,-2.139981746673584,0.429766833782196,-1.4486415386199951,0.4061784446239471,-0.913782000541687,0.1233332678675651,-1.6712210178375244,0.1125917062163353,-2.111992120742798,0.1143747940659523,-1.392941951751709,0.1452193856239318,-0.8773258328437805,-0.2503112852573395,-1.5633703470230105,-0.2405024766921997,-1.930850625038147,-0.1844615042209625,-1.405273199081421,-0.117331825196743,-1.0101137161254885,A
0.0,0.0,0.6604427695274353,-0.2423610538244247,1.209538221359253,-0.9188336133956908,1.3632628917694092,-1.6960632801055908,1.400015354156494,-2.3450613021850586,0.8790003061294556,-1.6395456790924072,0.9153505563735962,-2.0954666137695312,0.7887664437294006,-1.555488109588623,0.7108212113380432,-1.0519169569015503,0.4858668744564056,-1.6925358772277832,0.5074851512908936,-2.135974884033203,0.4321414232254028,-1.449180245399475,0.404731810092926,-0.9144237041473388,0.1173978671431541,-1.6668378114700315,0.1110584065318107,-2.1176910400390625,0.1135740354657173,-1.3976653814315796,0.1394732594490051,-0.878338098526001,-0.2591015696525574,-1.5587046146392822,-0.2467884272336959,-1.9336843490600584,-0.1897964179515838,-1.4087231159210205,-0.128477469086647,-1.0111240148544312,A
0.0,0.0,0.6625193357467651,-0.2449984103441238,1.2127503156661987,-0.9211826920509338,1.3702232837677002,-1.6983193159103394,1.4012789726257324,-2.348551750183105,0.8802496194839478,-1.6355561017990112,0.9158115983009338,-2.094645738601685,0.7901366353034973,-1.554811716079712,0.7128069996833801,-1.0525723695755005,0.4863124787807464,-1.6876201629638672,0.5098404288291931,-2.135793209075928,0.4363738894462585,-1.4476020336151123,0.4074868857860565,-0.913199245929718,0.1165376082062721,-1.6602495908737185,0.1134654432535171,-2.1187527179718018,0.1170575469732284,-1.3977453708648682,0.1406479030847549,-0.8792023658752441,-0.2626143395900726,-1.551882266998291,-0.244288370013237,-1.929340124130249,-0.1858398020267486,-1.4051390886306765,-0.1264578849077224,-1.008846640586853,A
0.0,0.0,0.6642522811889648,-0.2489710003137588,1.2086310386657717,-0.9259490966796876,1.3690531253814695,-1.695528864860535,1.396114945411682,-2.344556331634521,0.8670957684516907,-1.6305830478668213,0.908911108970642,-2.0853381156921387,0.7920196652412415,-1.5550041198730469,0.7146188020706177,-1.0536634922027588,0.4771806597709656,-1.682358980178833,0.5080793499946594,-2.1305387020111084,0.4385898411273956,-1.450660228729248,0.4078203737735748,-0.9130503535270692,0.1097519695758819,-1.6542407274246216,0.1138917356729507,-2.114924430847168,0.1214092224836349,-1.4016746282577517,0.1437347680330276,-0.879277229309082,-0.2667748928070068,-1.5450063943862915,-0.2452852576971054,-1.925486326217652,-0.1838360428810119,-1.407812476158142,-0.1246596574783325,-1.0086508989334106,A
0.0,0.0,0.6743067502975464,-0.2477267682552337,1.2261842489242554,-0.925029456615448,1.3894646167755127,-1.7052069902420044,1.4078551530838013,-2.363189697265625,0.8800619840621948,-1.6384514570236206,0.920227348804474,-2.103337287902832,0.7990077137947083,-1.5638213157653809,0.7210575938224792,-1.0543853044509888,0.48366180062294,-1.691622018814087,0.5114190578460693,-2.1482901573181152,0.4375306963920593,-1.4574626684188845,0.4075930416584015,-0.9131518006324768,0.1103731170296669,-1.6624042987823486,0.1087216958403587,-2.122414350509644,0.1133956313133239,-1.4062519073486328,0.1378005295991897,-0.8845348954200745,-0.273538202047348,-1.551382303237915,-0.2543598115444183,-1.940154194831848,-0.1957466602325439,-1.421770095825195,-0.1359722018241882,-1.0241323709487915,A
0.0,0.0,0.6757426857948303,-0.2479374855756759,1.2270262241363523,-0.9265267848968506,1.3887170553207395,-1.7067794799804688,1.407590389251709,-2.3637471199035645,0.8766167759895325,-1.6400558948516846,0.917810082435608,-2.10479474067688,0.7995108366012573,-1.5639506578445437,0.7226370573043823,-1.0529232025146484,0.4797281324863434,-1.6920411586761477,0.5091924667358398,-2.149390459060669,0.4374494254589081,-1.4575425386428833,0.4075137972831726,-0.9131870865821838,0.1063845828175544,-1.6614474058151243,0.1065159887075424,-2.123849868774414,0.1125887557864189,-1.4066505432128906,0.1361622512340545,-0.8835881352424622,-0.2778350412845611,-1.5490729808807373,-0.2564535737037658,-1.942998170852661,-0.1974784433841705,-1.4246110916137695,-0.1390880495309829,-1.0242503881454468,A
0.0,0.0,0.6793348789215088,-0.2351867407560348,1.2378573417663574,-0.920285165309906,1.39578378200531,-1.704193949699402,1.4083058834075928,-2.361256599426269,0.8826376795768738,-1.6464338302612305,0.9215554594993592,-2.106428861618042,0.8063886165618896,-1.5594226121902466,0.7309216260910034,-1.0465203523635864,0.4847279787063598,-1.6958438158035278,0.5116803050041199,-2.1501379013061523,0.4457155168056488,-1.4525010585784912,0.4174992740154266,-0.9086652398109436,0.1112761870026588,-1.6630802154541016,0.1082752421498298,-2.1249210834503174,0.1200247779488563,-1.4009207487106323,0.1452394276857376,-0.8768237829208374,-0.2727709412574768,-1.5484474897384644,-0.2525946199893951,-1.94036066532135,-0.1902443319559097,-1.41580069065094,-0.1300786882638931,-1.0129916667938232,A
